,Country,Industry,Business Area,Legal Entity Name,Financial Year,Is Current Quarter?,Quarter,Planned Sales Revenue,Sales Revenue,Sales Revenue (Forecasted),Planned Service Revenue,Service Revenue,Service Revenue  (Forecasted),Planned Non Service Revenue,Non Service Revenue,Non Service Revenue (Forecasted),Planned Total Revenue,Total Revenue,Total Revenue (Forecasted),Planned COGS,COGS,COGS (Forecasted),Planned Administrative Expenses,Administrative Expenses,Administrative Expenses (Forecasted),Planned Third Party Expenses,Third Party Expenses,Third Party Expenses (Forecasted),Planned Other Expenses,Other Expenses,Other Expenses (Forecasted),Planned Total Expense,Total Expense,Total Expense (Forecasted),Planned Gross Margin,Gross Margin,Gross Margin (Forecasted),Planned Gross Margin %,Gross Margin %,Gross Margin % (Forecasted),Planned R&D Expenses,R&D Expenses,R&D Expenses (Forecasted),Planned Sales Cost,Sales Cost,Sales Cost (Forecasted),Planned Other Operating Expenses,Other Operating Expenses,Other Operating Expenses (Forecasted),Planned Operating Margin,Operating Margin,Operating Margin (Forecasted),Planned Operating Margin %,Operating Margin %,Operating Margin % (Forecasted),Planned Depreciation,Depreciation,Depreciation (Forecasted),Planned Interest,Interest,Interest (Forecasted),Planned Tax,Tax,Tax (Forecasted),Planned Net Margin,Net Margin,Net Margin (Forecasted),Planned Net Margin %,Net Margin %,Net Margin % (Forecasted),Planned Adjustment to Income,Adjustment to Income,Adjustment to Income (Forecasted),Planned Inventory,Inventory,Inventory (Forecasted),Planned Cash Flow from Operating Activities,Cash Flow from Operating Activities,Cash Flow from Operating Activities (Forecasted),Planned Capex,Capex,Capex - Forecasted,Planned Investments,Investments,Investments - Forecasted,Planned Cash Flow from Investment Activities,Cash Flow from Investment Activities,Cash Flow from Investment Activities (Forecasted),Dividends Paid,Sale/ Repurchase of Shares,Increase in Debt,Exchange Rate Gain/ Loss,Planned Cash Flow from Financial Activities,Cash Flow from Financial Activities,Cash Flow from Financial Activities Forecasted,Planned Net Cash Flow,Net Cash Flow,Net Cash Flow Forecasted,Planned Cash In Hand,Cash In Hand,Cash In Hand Forecasted,Planned Net Assets,Net Assets,Net Assets Forecasted,Planned Other Trade Debts,Other Trade Debts,Other Trade Debts Forecasted,Planned Net Liabiities,Net Liabiities,Net Liabiities Forecasted,Planned Net Working Capital,Net Working Capital,Net Working Capital Forecasted
88,China,Textile,Textile,China Textile Ltd,FY2018,N,Q1,46903800,30672189,46903800,,,,26574338,26181692,26574338,73478138,56853881,73478138,5780984,7472981,5780984,8905494,6260392,8905494,6298917,5801530,6298917,1871711,2689271,1871711,22857106,22224174,22857106,50621032,34629707,50621032,69%,61%,69%,,,0,14096505,14472347,14096505,4504372,4568858,4504372,32020155,15588502,32020155,44%,27%,44%,1203398,2127225,1203398,6740647,7405443,6740647,6404031,3117700,6404031,20078875,7192584,20078875,27%,13%,27%,123909,469977,123909,5464013,9141096,5464013,38811475,27326800,38811475,-5508435,-5650050,-5508435,-7515724,-4670287,-7515724,-13024159,-10320337,-13024159,,,,,,,0,25787316,17006463,25787316,3012308,2651906,3012308,81954459,68646883,81954459,3383618,3793195,3383618,44841601,45058574,44841601,37112858,23588309,37112858
89,China,Textile,Textile,China Textile Ltd,FY2018,N,Q2,35116552,33506101,35116552,,,,26457313,27636066,26457313,61573865,61142167,61573865,9238033,8800973,9238033,5547301,8272900,5547301,7220359,7499209,7220359,2289134,1463773,2289134,24294827,26036855,24294827,37279038,35105312,37279038,61%,57%,61%,,,0,11016080,10169939,11016080,3142892,3622270,3142892,23120066,21313103,23120066,38%,35%,38%,1509411,1039611,1509411,5116368,6975101,5116368,4624013,4262621,4624013,14889096,11114992,14889096,24%,18%,24%,436571,59867,436571,8840113,5572068,8840113,33906161,27984649,33906161,-2386171,-8718284,-2386171,-6754244,-4858705,-6754244,-9140415,-13576989,-9140415,,,,,,,0,24765746,14407660,24765746,2612462,3391105,2612462,73026440,70105340,73026440,2648117,2183668,2648117,41101916,42012732,41101916,31924524,28092608,31924524
90,China,Textile,Textile,China Textile Ltd,FY2018,N,Q3,35162206,40428866,35162206,,,,29104320,25497166,29104320,64266526,65926032,64266526,5051734,5138392,5051734,9852229,8933869,9852229,7940380,9672615,7940380,1960269,2127308,1960269,24804612,25872184,24804612,39461914,40053848,39461914,61%,61%,61%,,,0,12610823,10422583,12610823,4927723,2376316,4927723,21923368,27254949,21923368,34%,41%,34%,1980450,1442507,1980450,7424306,5537390,7424306,4384674,5450990,4384674,12094838,17709076,12094838,19%,27%,19%,249367,351026,249367,8828887,7581884,8828887,32982072,36630366,32982072,-7495224,-9692322,-7495224,-1725310,-9564746,-1725310,-9220534,-19257068,-9220534,,,,,,,0,23761538,17373298,23761538,2668219,2503572,2668219,75763632,76011488,75763632,2192048,2863912,2192048,44535206,41534995,44535206,31228426,34476493,31228426
91,China,Textile,Textile,China Textile Ltd,FY2018,N,Q4,43788200,42936733,43788200,,,,26671315,28190365,26671315,70459515,71127098,70459515,9886500,5272753,9886500,8114234,6598100,8114234,8620031,9286141,8620031,2914814,2658298,2914814,29535579,23815292,29535579,40923936,47311806,40923936,58%,67%,58%,,,0,10580182,10148181,10580182,3316307,3526032,3316307,27027447,33637593,27027447,38%,47%,38%,1114834,2945525,1114834,7476437,6130451,7476437,5405489,6727519,5405489,15260355,23725148,15260355,22%,33%,22%,70069,327822,70069,6058947,8407388,6058947,34271297,45318328,34271297,-5941742,-6835695,-5941742,-6904941,-2650386,-6904941,-12846683,-9486081,-12846683,,,,,,,0,21424614,35832247,21424614,2341546,4645230,2341546,78860008,84179716,78860008,2325891,2195520,2325891,45757959,39685025,45757959,33102049,44494691,33102049
92,China,Textile,Textile,China Textile Ltd,FY2019,N,Q1,42902542,46645703,42902542,,,,26831354,26072538,26831354,69733896,72718241,69733896,8763206,14656504,8763206,9956151,9246707,9956151,6116801,9389937,6116801,1672776,2183614,1672776,26508934,35476762,26508934,43224962,37241479,43224962,62%,51%,62%,,,0,13025229,14529215,13025229,4249696,3088143,4249696,25950037,19624121,25950037,37%,27%,37%,2400342,1799887,2400342,7895408,6885608,7895408,5190007,3924824,5190007,15264964,10613576,15264964,22%,15%,22%,327061,173877,327061,9411295,5994597,9411295,38088735,27592482,38088735,-1553920,-8387724,-1553920,-8044292,-2620976,-8044292,-9598212,-11008700,-9598212,,,,,,,0,28490523,16583782,28490523,4668797,2039303,4668797,83813988,80752141,83813988,2799281,3768413,2799281,46583140,56862533,46583140,37230848,23889608,37230848
93,China,Textile,Textile,China Textile Ltd,FY2019,N,Q2,43651180,30648489,43651180,,,,26775406,26383300,26775406,70426586,57031789,70426586,8004368,12146379,8004368,7490832,5724093,7490832,5053701,8858768,5053701,2086798,1284487,2086798,22635699,28013727,22635699,47790887,29018062,47790887,68%,51%,68%,,,0,13374439,13587044,13374439,4008955,4803248,4008955,30407493,10627770,30407493,43%,19%,43%,1172242,1194939,1172242,6662429,5956565,6662429,6081499,2125554,6081499,18835807,3740590,18835807,27%,7%,27%,376653,165773,376653,6500085,6559203,6500085,38456473,18547685,38456473,-1343374,-2371008,-1343374,-4192015,-7642695,-4192015,-5535389,-10013703,-5535389,,,,,,,0,32921084,8533982,32921084,3783731,2318054,3783731,80710402,65909046,80710402,1609123,2072508,1609123,41628216,48476527,41628216,39082186,17432519,39082186
94,China,Textile,Textile,China Textile Ltd,FY2019,Y,Q3,49983205,34676535,49983205,,,,27768665,26333785,27768665,77751870,61010320,77751870,5879880,9499848,5879880,8081392,7665449,8081392,8517894,6089493,8517894,1155347,2384159,1155347,23634513,25638949,23634513,54117357,35371371,54117357,70%,58%,70%,,,0,11388440,11320959,11388440,4129083,3341529,4129083,38599834,20708883,38599834,50%,34%,50%,1605374,2685664,1605374,5966080,5109046,5966080,7719967,4141777,7719967,26519161,14143724,26519161,34%,23%,34%,444764,184896,444764,5551870,7055430,5551870,46201842,30634873,46201842,-2025586,-7954438,-2025586,-8096340,-4021148,-8096340,-10121926,-11975586,-10121926,,,,,,,0,36079916,18659287,36079916,2684749,4344161,2684749,85988489,72409911,85988489,3527973,2781879,3527973,42680009,43083316,42680009,43308480,29326595,43308480
95,China,Textile,Textile,China Textile Ltd,FY2019,N,Q4,47231192,,47231192,,,,26410848,,26410848,73642040,0,73642040,7721013,,7721013,5032834,,5032834,9113865,,9113865,1694998,,1694998,23562710,0,23562710,50079330,0,50079330,68%,,68%,,,0,13357494,,13357494,1117969,,1117969,35603867,0,35603867,48%,,48%,1223855,,1223855,6331321,,6331321,7120773,0,7120773,23375628,0,23375628,32%,,32%,479574,,479574,8935175,,8935175,46242471,0,46242471,-2673932,,-2673932,-8215902,,-8215902,-10889834,0,-10889834,,,,,,,0,35352637,0,35352637,1606040,,1606040,84183255,0,84183255,1862913,,1862913,39901086,0,39901086,44282169,0,44282169
96,China,Chemical,Chemical,China Chemical Ltd,FY2018,N,Q1,46434604,46865552,46434604,,,,26580924,29474259,26580924,73015528,76339811,73015528,9311328,11015960,9311328,7347231,5495960,7347231,5296760,8252665,5296760,2079241,1580263,2079241,24034560,26344848,24034560,48980968,49994963,48980968,67%,65%,67%,,,0,14501760,13046459,14501760,4362020,2177498,4362020,30117188,34771006,30117188,41%,46%,41%,2867731,1523719,2867731,5720193,6347417,5720193,6023438,6954201,6023438,21241288,22993107,21241288,29%,30%,29%,235046,475664,235046,9867072,6453400,9867072,43087037,43223789,43087037,-1359712,-9344199,-1359712,-2057561,-4688969,-2057561,-3417273,-14033168,-3417273,,,,,,,0,39669764,29190621,39669764,4290082,3723033,4290082,87172682,86516244,87172682,3130754,1680922,3130754,46029094,43249727,46029094,41143588,43266517,41143588
97,China,Chemical,Chemical,China Chemical Ltd,FY2018,N,Q2,41971549,36660456,41971549,,,,29903692,27062560,29903692,71875241,63723016,71875241,6667688,5344871,6667688,5466911,8475699,5466911,6971723,5842790,6971723,1774270,2609212,1774270,20880592,22272572,20880592,50994649,41450444,50994649,71%,65%,71%,,,0,10795228,11439656,10795228,1529260,2581550,1529260,38670161,27429238,38670161,54%,43%,54%,1537663,2051853,1537663,7358150,6036585,7358150,7734032,5485848,7734032,25115642,17958658,25115642,35%,28%,35%,302420,422935,302420,7227031,9167067,7227031,47737275,39071093,47737275,-9262986,-3523148,-9262986,-4217396,-3589289,-4217396,-13480382,-7112437,-13480382,,,,,,,0,34256893,31958656,34256893,1561253,1602135,1561253,80663525,74492218,80663525,3063484,3510720,3063484,36268564,39804498,36268564,44394961,34687720,44394961
98,China,Chemical,Chemical,China Chemical Ltd,FY2018,N,Q3,43812870,35561757,43812870,,,,26776504,25918147,26776504,70589374,61479904,70589374,12528093,5109669,12528093,8753180,8162529,8753180,7031575,6774229,7031575,1453583,2577353,1453583,29766431,22623780,29766431,40822943,38856124,40822943,58%,63%,58%,,,0,14057384,11085444,14057384,4493970,4789103,4493970,22271589,22981577,22271589,32%,37%,32%,2354111,2188218,2354111,7205914,7315327,7205914,4454318,4596315,4454318,12965468,13258153,12965468,18%,22%,18%,360945,204526,360945,5995694,7396000,5995694,30982339,32770321,30982339,-8916941,-6902921,-8916941,-7172527,-9057713,-7172527,-16089468,-15960634,-16089468,,,,,,,0,14892871,16809687,14892871,3843838,4137153,3843838,80428906,73013057,80428906,2141178,1845867,2141178,50458963,40344194,50458963,29969943,32668863,29969943
99,China,Chemical,Chemical,China Chemical Ltd,FY2018,N,Q4,38879542,36930811,38879542,,,,28795684,27661072,28795684,67675226,64591883,67675226,12972719,8366004,12972719,8633810,9007852,8633810,9053880,9033349,9053880,1988568,1160225,1988568,32648977,27567430,32648977,35026249,37024453,35026249,52%,57%,52%,,,0,12852614,14341833,12852614,3837144,2068422,3837144,18336491,20614198,18336491,27%,32%,27%,2548647,2057570,2548647,5743730,5896125,5743730,3667298,4122840,3667298,11474110,12652803,11474110,17%,20%,17%,214487,441602,214487,8720751,7755108,8720751,29820376,30868478,29820376,-1978241,-6272597,-1978241,-7174217,-7124656,-7174217,-9152458,-13397253,-9152458,,,,,,,0,20667918,17471225,20667918,4975225,1404380,4975225,81371202,73751371,81371202,2032364,3877836,2032364,51371099,47855521,51371099,30000103,25895850,30000103
100,China,Chemical,Chemical,China Chemical Ltd,FY2019,N,Q1,34242211,47392472,34242211,,,,27230013,28186097,27230013,61472224,75578569,61472224,7884162,8345093,7884162,9070286,6422452,9070286,8065870,7887977,8065870,2476238,2581303,2476238,27496556,25236825,27496556,33975668,50341744,33975668,55%,67%,55%,,,0,11870327,12570662,11870327,3791113,1838936,3791113,18314228,35932146,18314228,30%,48%,30%,1960693,1244190,1960693,7103427,5943569,7103427,3662846,7186429,3662846,9508648,24046338,9508648,15%,32%,15%,347360,499163,347360,9204892,9324630,9204892,29827173,47000129,29827173,-6516624,-3114208,-6516624,-6347283,-9140612,-6347283,-12863907,-12254820,-12863907,,,,,,,0,16963266,34745309,16963266,3742850,2556674,3742850,74419966,87459873,74419966,2529986,2456240,2529986,45687982,42102663,45687982,28731984,45357210,28731984
101,China,Chemical,Chemical,China Chemical Ltd,FY2019,N,Q2,35666118,30868893,35666118,,,,26176060,28017398,26176060,61842178,58886291,61842178,13434949,11924665,13434949,7163225,6274329,7163225,7973831,9565523,7973831,2877380,2152870,2877380,31449385,29917387,31449385,30392793,28968904,30392793,49%,49%,49%,,,0,13694485,11344078,13694485,1764736,4897954,1764736,14933572,12726872,14933572,24%,22%,24%,2833541,2648994,2833541,6076445,6303933,6076445,2986714,2545374,2986714,8703954,6526559,8703954,14%,11%,14%,298563,300526,298563,9997176,5332083,9997176,28062852,21008475,28062852,-2284873,-1319362,-2284873,-6945991,-2706964,-6945991,-9230864,-4026326,-9230864,,,,,,,0,18831988,16982149,18831988,2464457,4683500,2464457,74303811,68901874,74303811,3105368,3671357,3105368,50013974,49830776,50013974,24289837,19071098,24289837
102,China,Chemical,Chemical,China Chemical Ltd,FY2019,Y,Q3,38147175,37329318,38147175,,,,29835914,26348221,29835914,67983089,63677539,67983089,11366544,8696021,11366544,7238143,5380534,7238143,8645143,9871141,8645143,1930160,1409528,1930160,29179990,25357224,29179990,38803099,38320315,38803099,57%,60%,57%,,,0,10037377,14330478,10037377,3266624,3503285,3266624,25499098,20486552,25499098,38%,32%,38%,2658541,1479244,2658541,7004560,6956628,7004560,5099820,4097310,5099820,16053259,10911858,16053259,24%,17%,24%,206941,417840,206941,6409205,5004072,6409205,34773785,27387708,34773785,-5079742,-8990747,-5079742,-2910313,-8481380,-2910313,-7990055,-17472127,-7990055,,,,,,,0,26783730,9915581,26783730,2201811,2266410,2201811,76594105,70948021,76594105,3445824,2503621,3445824,45929815,45694608,45929815,30664290,25253413,30664290
103,China,Chemical,Chemical,China Chemical Ltd,FY2019,N,Q4,54441412,,54441412,,,,26782209,,26782209,81223621,0,81223621,14913208,,14913208,8720893,,8720893,7906502,,7906502,2859802,,2859802,34400405,0,34400405,46823216,0,46823216,58%,,58%,,,0,12555751,,12555751,1948669,,1948669,32318796,0,32318796,40%,,40%,2826828,,2826828,5987426,,5987426,6463759,0,6463759,22694439,0,22694439,28%,,28%,175838,,175838,5163462,,5163462,40484924,0,40484924,-7490742,,-7490742,-4689694,,-4689694,-12180436,0,-12180436,,,,,,,0,28304488,0,28304488,1323004,,1323004,87710087,0,87710087,1761979,,1761979,50666804,0,50666804,37043283,0,37043283
104,Sweden,Food,Food,Sweden Food Ltd,FY2018,N,Q1,31031863,36131371,31031863,,,,25234021,25938049,25234021,56265884,62069420,56265884,12197352,5272989,12197352,6012207,8691691,6012207,6944233,9801992,6944233,2984197,1358120,2984197,28137989,25124792,28137989,28127895,36944628,28127895,50%,60%,50%,,,0,13843694,13942598,13843694,4975354,3154044,4975354,9308847,19847986,9308847,17%,32%,17%,1580492,2304209,1580492,6554143,7806366,6554143,1861769,3969597,1861769,2473427,10376232,2473427,4%,17%,4%,77619,161812,77619,7952168,8022654,7952168,18919126,30336661,18919126,-8601609,-4285675,-8601609,-4388828,-6360681,-4388828,-12990437,-10646356,-12990437,,,,,,,0,5928689,19690305,5928689,3114727,3745095,3114727,67332779,73837169,67332779,1636311,2060074,1636311,48593348,44281508,48593348,18739431,29555661,18739431
105,Sweden,Food,Food,Sweden Food Ltd,FY2018,N,Q2,46622769,34692809,46622769,,,,29219612,28341488,29219612,75842381,63034297,75842381,10158129,5397925,10158129,9598938,9080284,9598938,8855738,9550970,8855738,1048543,1521579,1048543,29661348,25550758,29661348,46181033,37483539,46181033,61%,59%,61%,,,0,11679849,12856367,11679849,3246113,1089487,3246113,31255071,23537685,31255071,41%,37%,41%,1361790,2489984,1361790,5420435,6034608,5420435,6251014,4707537,6251014,20945412,15285524,20945412,28%,24%,28%,165256,131624,165256,5620867,8684365,5620867,38402984,34843658,38402984,-8206854,-9039523,-8206854,-9455519,-5985193,-9455519,-17662373,-15024716,-17662373,,,,,,,0,20740611,19818942,20740611,2180802,1532887,2180802,83644050,73251549,83644050,3405835,2890826,3405835,47993145,42387438,47993145,35650905,30864111,35650905
106,Sweden,Food,Food,Sweden Food Ltd,FY2018,N,Q3,48028294,43361690,48028294,,,,27417167,27820448,27417167,75445461,71182138,75445461,14362908,10233595,14362908,8456239,5638118,8456239,5207187,8821416,5207187,1947437,1393048,1947437,29973771,26086177,29973771,45471690,45095961,45471690,60%,63%,60%,,,0,11467031,14209658,11467031,3871050,4073826,3871050,30133609,26812477,30133609,40%,38%,40%,1013770,2305268,1013770,7018926,5863117,7018926,6026722,5362495,6026722,18101731,17892133,18101731,24%,25%,24%,181918,84979,181918,9995163,7668164,9995163,41324460,36870888,41324460,-8301603,-2466154,-8301603,-3493488,-3236033,-3493488,-11795091,-5702187,-11795091,,,,,,,0,29529369,31168701,29529369,2269658,3121923,2269658,87710282,81972225,87710282,3732448,1650045,3732448,49044300,46019706,49044300,38665982,35952519,38665982
107,Sweden,Food,Food,Sweden Food Ltd,FY2018,N,Q4,48353700,44098374,48353700,,,,28269212,29905623,28269212,76622912,74003997,76622912,13704014,13079778,13704014,7661619,7370567,7661619,6974257,9377028,6974257,2545184,1030511,2545184,30885074,30857884,30885074,45737838,43146113,45737838,60%,58%,60%,,,0,13831246,14736938,13831246,4150772,3019851,4150772,27755820,25389324,27755820,36%,34%,36%,2186928,1629327,2186928,5341382,5134712,5341382,5551164,5077865,5551164,19050202,16806074,19050202,25%,23%,25%,146271,138056,146271,7499106,9032518,7499106,37588125,36189225,37588125,-8939552,-5333709,-8939552,-9799665,-4712498,-9799665,-18739217,-10046207,-18739217,,,,,,,0,18848908,26143018,18848908,3136030,1875472,3136030,87258048,84911987,87258048,3009601,2877331,3009601,51876693,51492004,51876693,35381355,33419983,35381355
108,Sweden,Food,Food,Sweden Food Ltd,FY2019,N,Q1,43971404,41843578,43971404,,,,29708647,29171200,29708647,73680051,71014778,73680051,6335996,14078647,6335996,8854588,9623448,8854588,6666418,7187903,6666418,2214142,2218681,2214142,24071144,33108679,24071144,49608907,37906099,49608907,67%,53%,67%,,,0,10920296,10677539,10920296,4514276,3456514,4514276,34174335,23772046,34174335,46%,33%,46%,1775145,2271739,1775145,7866370,6428615,7866370,6834867,4754409,6834867,21248243,14860761,21248243,29%,21%,29%,450564,97265,450564,9156609,5296094,9156609,45556653,31437144,45556653,-4507631,-5005472,-4507631,-9868641,-6140295,-9868641,-14376272,-11145767,-14376272,,,,,,,0,31180381,20291377,31180381,4446656,3476900,4446656,87283316,79787772,87283316,3037888,2624247,3037888,42543604,49866979,42543604,44739712,29920793,44739712
109,Sweden,Food,Food,Sweden Food Ltd,FY2019,N,Q2,44316707,32782544,44316707,,,,28703841,26745318,28703841,73020548,59527862,73020548,5147859,11972154,5147859,9300370,7776769,9300370,9340787,7172484,9340787,2795854,1455531,2795854,26584870,28376938,26584870,46435678,31150924,46435678,64%,52%,64%,,,0,14123963,13280973,14123963,3790306,3652143,3790306,28521409,14217808,28521409,39%,24%,39%,1010095,1506159,1010095,6987382,7889776,6987382,5704282,2843562,5704282,16839840,4990629,16839840,23%,8%,23%,342037,344323,342037,6337344,9556241,6337344,36210885,25624531,36210885,-4944910,-2640516,-4944910,-5688956,-9167511,-5688956,-10633866,-11808027,-10633866,,,,,,,0,25577019,13816504,25577019,3026383,2177388,3026383,82384275,71261491,82384275,3904142,3044786,3904142,48403281,48354840,48403281,33980994,22906651,33980994
110,Sweden,Food,Food,Sweden Food Ltd,FY2019,Y,Q3,45367885,37881782,45367885,,,,25931127,26640188,25931127,71299012,64521970,71299012,12665189,5460766,12665189,5851754,9765881,5851754,5124977,6047834,5124977,2221101,2034625,2221101,25863021,23309106,25863021,45435991,41212864,45435991,64%,64%,64%,,,0,11678205,10345161,11678205,4098771,2918469,4098771,29659015,27949234,29659015,42%,43%,42%,2328416,1908695,2328416,6030465,5812803,6030465,5931803,5589847,5931803,20025163,18455279,20025163,28%,29%,28%,103703,403355,103703,8034033,5969094,8034033,40125167,36230378,40125167,-4150851,-7809788,-4150851,-7834547,-4738159,-7834547,-11985398,-12547947,-11985398,,,,,,,0,28139769,23682431,28139769,4353227,4143929,4353227,83686272,74634993,83686272,2851604,3291167,2851604,44491601,39863903,44491601,39194671,34771090,39194671
111,Sweden,Food,Food,Sweden Food Ltd,FY2019,N,Q4,33549753,,33549753,,,,28714825,,28714825,62264578,0,62264578,14732641,,14732641,9987082,,9987082,6819269,,6819269,2187370,,2187370,33726362,0,33726362,28538216,0,28538216,46%,,46%,,,0,12339351,,12339351,4612252,,4612252,11586613,0,11586613,19%,,19%,1111555,,1111555,7132607,,7132607,2317323,0,2317323,3248238,0,3248238,5%,,5%,95629,,95629,6324705,,6324705,19118502,0,19118502,-7882474,,-7882474,-9292436,,-9292436,-17174910,0,-17174910,,,,,,,0,1943592,0,1943592,2258158,,2258158,70847441,0,70847441,2104870,,2104870,52782835,0,52782835,18064606,0,18064606
112,Sweden,Food,Telecom,Sweden Telecom Ltd,FY2018,N,Q1,53789636,38103553,53789636,,,,29235172,29722988,29235172,83024808,67826541,83024808,14437967,8973700,14437967,9897776,5239790,9897776,9075421,9837211,9075421,1699698,1648962,1699698,35110862,25699663,35110862,47913946,42126878,47913946,58%,62%,58%,,,0,11419017,11182986,11419017,1700666,1668236,1700666,34794263,29275656,34794263,42%,43%,42%,1634534,1858202,1634534,6093085,6952175,6093085,6958853,5855131,6958853,23376859,18326552,23376859,28%,27%,28%,80203,414424,80203,7083797,9234177,7083797,43592797,40782459,43592797,-9528236,-2903549,-9528236,-3829922,-4021863,-3829922,-13358158,-6925412,-13358158,,,,,,,0,30234639,33857047,30234639,3808318,1829149,3808318,93916923,78889867,93916923,2882198,2678202,2882198,51112743,41229087,51112743,42804180,37660780,42804180
113,Sweden,Food,Telecom,Sweden Telecom Ltd,FY2018,N,Q2,50407327,47803236,50407327,,,,27968184,26625447,27968184,78375511,74428683,78375511,11915524,11036550,11915524,7626481,7358526,7626481,9938095,9036193,9938095,2445165,2126951,2445165,31925265,29558220,31925265,46450246,44870463,46450246,59%,60%,59%,,,0,11547926,10030341,11547926,4236748,1409919,4236748,30665572,33430203,30665572,39%,45%,39%,1152702,2951172,1152702,6444010,6472566,6444010,6133114,6686041,6133114,19241150,23222768,19241150,25%,31%,25%,414391,369994,414391,5471954,7867468,5471954,37704619,44618837,37704619,-2251623,-2949856,-2251623,-7410581,-9687040,-7410581,-9662204,-12636896,-9662204,,,,,,,0,28042415,31981941,28042415,2027291,1527048,2027291,85874756,83823199,85874756,3071028,3028096,3071028,50780967,44026576,50780967,35093789,39796623,35093789
114,Sweden,Food,Telecom,Sweden Telecom Ltd,FY2018,N,Q3,33187717,38238277,33187717,,,,26409223,26691317,26409223,59596940,64929594,59596940,8295159,12758276,8295159,7698371,9333108,7698371,6423238,8871128,6423238,2488072,1107413,2488072,24904840,32069925,24904840,34692100,32859669,34692100,58%,51%,58%,,,0,10161134,11031976,10161134,3500757,4486297,3500757,21030209,17341396,21030209,35%,27%,35%,1239968,2547754,1239968,6367547,6208888,6367547,4206042,3468279,4206042,11696588,10211983,11696588,20%,16%,20%,469585,170115,469585,6151873,5967762,6151873,28891635,26027027,28891635,-3489371,-2824729,-3489371,-8632297,-8861605,-8632297,-12121668,-11686334,-12121668,,,,,,,0,16769967,14340693,16769967,1938510,2187905,1938510,67687323,73085261,67687323,3619573,3064561,3619573,42186304,50652759,42186304,25501019,22432502,25501019
115,Sweden,Food,Telecom,Sweden Telecom Ltd,FY2018,N,Q4,54337098,41934617,54337098,,,,29367343,27440261,29367343,83704441,69374878,83704441,5089359,6867119,5089359,7836054,8963804,7836054,5217640,8459073,5217640,1405816,1695137,1405816,19548869,25985133,19548869,64155572,43389745,64155572,77%,63%,77%,,,0,14799123,14724733,14799123,3948995,2905989,3948995,45407454,25759023,45407454,54%,37%,54%,2368663,2163944,2368663,6375574,7168352,6375574,9081491,5151805,9081491,32319052,15602810,32319052,39%,22%,39%,478491,190469,478491,6017398,6068061,6017398,54272006,34181497,54272006,-4627972,-4674969,-4627972,-1096024,-9542219,-1096024,-5723996,-14217188,-5723996,,,,,,,0,48548010,19964309,48548010,4273526,3859511,4273526,93995365,79302450,93995365,2641843,3215164,2641843,40938830,46831019,40938830,53056535,32471431,53056535
116,Sweden,Food,Telecom,Sweden Telecom Ltd,FY2019,N,Q1,38158866,45789762,38158866,,,,28581825,25008598,28581825,66740691,70798360,66740691,6134834,13722560,6134834,9404571,8310757,9404571,5182443,5198791,5182443,1418057,2345878,1418057,22139905,29577986,22139905,44600786,41220374,44600786,67%,58%,67%,,,0,11688235,14167423,11688235,1871371,3609148,1871371,31041180,23443803,31041180,47%,33%,47%,1683764,2718599,1683764,5993182,7336878,5993182,6208236,4688761,6208236,20523526,14136763,20523526,31%,20%,31%,411602,456877,411602,9512564,8997142,9512564,42649110,35616421,42649110,-2425773,-8045293,-2425773,-6221711,-5209178,-6221711,-8647484,-13254471,-8647484,,,,,,,0,34001626,22361950,34001626,1149719,4066532,1149719,77402974,83862034,77402974,3230987,1829662,3230987,38930498,49184219,38930498,38472476,34677815,38472476
117,Sweden,Food,Telecom,Sweden Telecom Ltd,FY2019,N,Q2,39654842,35562609,39654842,,,,26144022,26380782,26144022,65798864,61943391,65798864,6048636,10309551,6048636,7889717,9737745,7889717,8306050,5714850,8306050,1310241,2779835,1310241,23554644,28541981,23554644,42244220,33401410,42244220,64%,54%,64%,,,0,12164577,14868450,12164577,3034648,3224303,3034648,27044995,15308657,27044995,41%,25%,41%,2798970,1911958,2798970,7413078,6934028,7413078,5408999,3061731,5408999,17021888,7224856,17021888,26%,12%,26%,348115,234193,348115,6156698,8830006,6156698,36348778,26284814,36348778,-9552837,-6976665,-9552837,-9473055,-5117172,-9473055,-19025892,-12093837,-19025892,,,,,,,0,17322886,14190977,17322886,3062599,2198935,3062599,75018161,72972332,75018161,3581821,3433415,3581821,42335690,50068149,42335690,32682471,22904183,32682471
118,Sweden,Food,Telecom,Sweden Telecom Ltd,FY2019,Y,Q3,50057839,43473237,50057839,,,,27153047,28635973,27153047,77210886,72109210,77210886,7146488,8698700,7146488,7736215,8411373,7736215,5916770,7389014,5916770,2398013,1530988,2398013,23197486,26030075,23197486,54013400,46079135,54013400,70%,64%,70%,,,0,11378139,13970991,11378139,3002020,3679239,3002020,39633241,28428905,39633241,51%,39%,51%,1508061,1206328,1508061,5420961,5421474,5420961,7926648,5685781,7926648,27793693,18527978,27793693,36%,26%,36%,293341,305315,293341,8979833,5093680,8979833,50414476,35034228,50414476,-9275084,-6078170,-9275084,-6775619,-6103837,-6775619,-16050703,-12182007,-16050703,,,,,,,0,34363773,22852221,34363773,2282088,4110864,2282088,88472807,81313754,88472807,3845347,3968300,3845347,41422992,47648605,41422992,47049815,33665149,47049815
